,url,description,neighborhood,price,bedrooms
1886,https://sfbay.craigslist.org/sby/apa/d/mountain-view-mountain-view-stoooop-you/7083499910.html,Mountain View- STOOOOP You Almost Passed Your New Home!,mountain view,3515.0,2.0
1887,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-fabulous-sunny-corner/7085086123.html,Fabulous Sunny Corner Apartment at the Prestigious Hayes!,san francisco,5500.0,2.0
1890,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bay-view-and-city-view/7085085503.html,Bay View and City View 32nd floor 2 bed 2 bath with balcony,san francisco,6540.0,2.0
1892,https://sfbay.craigslist.org/sby/apa/d/santa-clara-open-concept-plan-santa/7078490239.html,"Open concept plan, Santa Clara 2BR apt, LUX kitchen, Recently updated!",santa clara,2750.0,2.0
1895,https://sfbay.craigslist.org/eby/apa/d/berkeley-sweet-1-bedr-1-bath-fully/7085084126.html,Sweet 1 Bedr/1 bath FULLY detached single family cottage,berkeley,2000.0,1.0
1896,https://sfbay.craigslist.org/eby/apa/d/tracy-large-house-for-rent-in-mountain/7085085036.html,"Large House for Rent in Mountain House, CA",dublin/pleasanton/livermore,3150.0,4.0
1902,https://sfbay.craigslist.org/eby/apa/d/berkeley-fully-remodeled-1-bdrm-1-bath/7085083739.html,"""FULLY REMODELED"" 1 Bdrm, 1 Bath, 4plex",berkeley,1895.0,1.0
1903,https://sfbay.craigslist.org/sby/apa/d/san-jose-decorators-collection-laminate/7081271012.html,Decorators Collection laminate floors. The kitchen includes granite co,san jose,1800.0,1.0
1907,https://sfbay.craigslist.org/eby/apa/d/pittsburg-fitness-center-covered/7080009352.html,"Fitness Center, Covered Parking, Close to Restaurants",pittsburg/antioch,1650.0,1.0
1911,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-light-and-bright-2/7085084105.html,"Light and bright 2 bedroom, 1 bath lovingly maintained home",san francisco,3000.0,2.0
1916,https://sfbay.craigslist.org/eby/apa/d/berkeley-fully-remodeled-2-bdrm-1-baths/7085082790.html,"""FULLY REMODELED"" 2 Bdrm, 1 Baths, Single Family House",berkeley,4495.0,2.0
1921,https://sfbay.craigslist.org/eby/apa/d/dublin-stainless-steel-appliances-built/7083746814.html,"Stainless Steel Appliances, Built-In Computer Desks, Sunken Tubs",dublin/pleasanton/livermore,2265.0,1.0
1923,https://sfbay.craigslist.org/sby/apa/d/san-jose-upscale-interiors-1-bedroom/7078563063.html,Upscale interiors :: 1 bedroom apt :: Great views :: has Washer/Dryer,san jose,2600.0,1.0
1932,https://sfbay.craigslist.org/eby/apa/d/union-city-1-month-free-on-site/7081107566.html,"1 Month FREE, On-Site Management, Dishwasher, Package Locker System",fremont/union city/newark,1995.0,1.0
1935,https://sfbay.craigslist.org/nby/apa/d/santa-rosa-live-the-life-of-luxury-at/7085082657.html,Live The Life Of Luxury At Annadel!,santa rosa,2700.0,3.0
1940,https://sfbay.craigslist.org/sby/apa/d/santa-clara-immaculate-bright-remodeled/7085079597.html,Immaculate bright remodeled home-The best value in Santa Clara,san jose,1300.0,1.0
1942,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-newly-remodeled-3b-3b-sfh/7081898464.html,Newly remodeled 3B/3B SFH close to Glen Park Station,san francisco,1600.0,3.0
1946,https://sfbay.craigslist.org/eby/apa/d/berkeley-4-bedroom-2-bathroom-sfh-with/7085080861.html,4 bedroom 2 bathroom SFH with good price in Berkeley,berkeley,4500.0,4.0
1949,https://sfbay.craigslist.org/sby/apa/d/san-jose-package-acceptance-air/7078716015.html,"Package Acceptance, Air Conditioning, High-speed Internet",san jose,2957.0,2.0
1950,https://sfbay.craigslist.org/eby/apa/d/vacaville-2-bd-patio-balcony-in/7083765658.html,"2/bd, Patio/Balcony, In Vacaville",fairfield/vacaville,2078.0,2.0
1951,https://sfbay.craigslist.org/eby/apa/d/pittsburg-3-bed-2-bath-single-family/7085081479.html,3 Bed 2 Bath – Single Family Pittsburg baypoint house  near bart,pittsburg/antioch,2700.0,3.0
1953,https://sfbay.craigslist.org/sby/apa/d/mountain-view-mountain-view-price-just/7082461647.html,Mountain View- Price Just Got Even Better with a $100 Decrease!,mountain view,3225.0,2.0
1954,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-prime-nob-hill-sacramento/7077353554.html,"Prime Nob Hill Sacramento/Hyde lower unit,  private yard",san francisco,3000.0,2.0
1955,https://sfbay.craigslist.org/eby/apa/d/fremont-liberty-commons-convenient/7071635395.html,"LIBERTY COMMONS: CONVENIENT & QUIET COMMUNITY WALKABLE TO BART, SHOPS",fremont/union city/newark,2900.0,2.0
1958,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautiful-studio-new/7085080441.html,"Beautiful Studio - New Kitchenette - Walk to FiDi, BART",san francisco,2095.0,1.0
1959,https://sfbay.craigslist.org/eby/apa/d/dublin-floor-to-ceiling-windows-marble/7083747518.html,"Floor to Ceiling Windows, Marble Bathroom Countertops, Sunken Tubs",dublin/pleasanton/livermore,2295.0,1.0
1960,https://sfbay.craigslist.org/sby/apa/d/santa-clara-lux-cabinets-stainless/7069730055.html,"LUX Cabinets, Stainless kitchen, 2BR apt, Large balcony, Lovely vanity",santa clara,2750.0,2.0
1963,https://sfbay.craigslist.org/sfc/apa/d/san-jose-this-charming-1916-craftsman/7071342949.html,This charming 1916 Craftsman is both preserved and updated. Original f,san jose,2500.0,3.0
1970,https://sfbay.craigslist.org/sby/apa/d/san-jose-2-bedroom-1-bath-downstairs/7076222360.html,2 Bedroom / 1 Bath downstairs unit in a 4-Plex,san jose,2150.0,2.0
1981,https://sfbay.craigslist.org/sby/apa/d/san-jose-quiet-shapell-home-one-block/7085078651.html,Quiet Shapell Home One Block to Cataldi Park,san jose,4050.0,4.0
1982,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautiful-tenderloin-1bd/7085077185.html,"Beautiful Tenderloin 1BD - In Unit W/D - Walk to FiDi, BART",san francisco,2695.0,1.0
1984,https://sfbay.craigslist.org/sfc/apa/d/san-francisco/7085077360.html,TextRSVPOpenHouseSunMarch1st-2pmTo2:45pmReadyNowLuxury2Bed2Bath1Car,san francisco,6650.0,2.0
1986,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-studio-walk-to-trader/7085077092.html,"Studio - Walk to Trader Joe's, FiDi, BART, MUNU, SHOPS",san francisco,1925.0,1.0
1987,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-99-deposit-studio-walk-to/7085077151.html,"$99 Deposit - Studio - Walk to Trader Joe's, FiDi, BART, MUNU, SHOPS",san francisco,1875.0,1.0
1990,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-one-month-free-remodeled/7085076995.html,"One Month Free - Remodeled 1BR - Walk to FiDi, BART",san francisco,3195.0,1.0
1992,https://sfbay.craigslist.org/sby/apa/d/san-jose-stainless-kitchen-old-world/7082375767.html,"Stainless kitchen, Old World details, Charming 1BR apt, Huge windows",san jose,2799.0,1.0
1993,https://sfbay.craigslist.org/sby/apa/d/san-jose-wifi-fitness-center-controlled/7080393739.html,"WiFi, Fitness Center, Controlled Access",san jose,2584.0,1.0
1994,https://sfbay.craigslist.org/nby/apa/d/santa-rosa-1br-1ba-apartment-humbolt/7085077607.html,1br / 1ba - Apartment - 537 Humbolt Avenue,santa rosa,1485.0,1.0
1995,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1br-1ba-in-top-floor-2br/7073124510.html,1BR/1BA in Top Floor 2BR/2BA Top Floor Russian Hill Apartment,san francisco,2600.0,1.0
1997,https://sfbay.craigslist.org/eby/apa/d/union-city-view-cable-ready-on-site/7076096907.html,"View, Cable Ready, On-Site Management",fremont/union city/newark,1995.0,1.0
1999,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-one-month-free-studio/7083581328.html,"One Month Free Studio - Walk to FiDi, BART, MUNI, SHOPS",san francisco,2325.0,1.0
2000,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-one-month-free-beautiful/7085077033.html,"ONE MONTH FREE - Beautiful 1BR, Luxury Finishings, Walk to FiDi, BART",san francisco,3595.0,1.0
2001,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-one-month-free-prime/7083561164.html,"ONE MONTH FREE - Prime Location, W/D in UNIT, CITY VIEW, GYM",san francisco,3795.0,1.0
2002,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-ground-level-pet-friendly/7083580647.html,Ground Level Pet Friendly Studio - Accsess to Backyard,san francisco,2195.0,1.0
2004,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-large-1br-few-blocks-from/7083578620.html,"Large 1BR - Few Blocks From Trader Joe's, Walk to FiDi",san francisco,3195.0,1.0
2005,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-studio-in-convenient/7083577883.html,"STUDIO in CONVENIENT  LOCATION - WALK to BART, MUNI, FiDI",san francisco,2195.0,1.0
2009,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-sunny-large-pachight-2br/7083609674.html,"Sunny Large PacHight 2BR/2.5BA - W/D in Unit, City View, Gym",san francisco,5700.0,2.0
2010,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-bright-furnished/7069545575.html,Spacious & Bright Furnished 2+ BR Edwardian Gem Atop Russian Hill,san francisco,4850.0,2.0
2011,https://sfbay.craigslist.org/eby/apa/d/oakland-perfect-1bdr-1ba-blocks-from/7069698346.html,Perfect 1bdr/1ba blocks from Lake Merritt w. view of Oakland - 6A305,oakland/grand,2250.0,1.0
2012,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-one-month-free-beautiful/7083647627.html,"ONE MONTH FREE - Beautiful 2BR, W/D in UNIT, Walk to FiDi, BART, MUNI",san francisco,4595.0,2.0
2013,https://sfbay.craigslist.org/eby/apa/d/berkeley-unique-2-bedroom-with-spiral/7083690381.html,Unique 2+ Bedroom with Spiral Staircase AVL June 1- B308,berkeley,4550.0,2.0
2014,https://sfbay.craigslist.org/eby/apa/d/berkeley-spacious-2-bedroom-remodel/7083698865.html,Spacious 2+ Bedroom Remodel Blocks from Campus- B314,berkeley,4750.0,2.0
2015,https://sfbay.craigslist.org/eby/apa/d/pittsburg-fitness-center-walk-in-closet/7071218503.html,"Fitness Center, Walk-In Closet, Close to Schools",pittsburg/antioch,1975.0,2.0
2016,https://sfbay.craigslist.org/eby/apa/d/berkeley-remodeled-studio-close-to-uc/7083695091.html,Remodeled Studio Close to UC Berkeley - S11,berkeley,2195.0,1.0
2019,https://sfbay.craigslist.org/eby/apa/d/berkeley-unique-2bdr-1ba-loft-with/7082202650.html,Unique 2BDR/1BA Loft with Spiral Staircase - B302,berkeley,4550.0,2.0
2025,https://sfbay.craigslist.org/sfc/apa/d/mountain-view-furnished-ideal-mountain/7085075117.html,"Furnished Ideal Mountain View 1BR w/ Pool, Gym, Spa, near Apple (280)",mountain view,4190.0,1.0
2028,https://sfbay.craigslist.org/eby/apa/d/fremont-1179-share-1b1b-in-an-high-end/7076129484.html,$1179 Share 1b1b in an high end 2b2b apartment,fremont/union city/newark,1179.0,2.0
2031,https://sfbay.craigslist.org/sfc/apa/d/mountain-view-furnished-airy-mountain/7085072455.html,"Furnished Airy Mountain View 2BR w/ Fitness Center, W/D, nr. hwy (282)",mountain view,4890.0,2.0
2035,https://sfbay.craigslist.org/sby/apa/d/san-jose-spacious-2bd2ba-condo-near/7085073358.html,SPACIOUS 2BD|2BA CONDO NEAR REGIONAL MEDICAL CENTER  OF SAN JOSE,san jose,2550.0,2.0
2038,https://sfbay.craigslist.org/eby/apa/d/fairfield-2-bd-15-bath-condo-for-rent/7085074209.html,2 BD 1.5 bath condo for rent in Tabor Oaks,fairfield/vacaville,1600.0,2.0
2039,https://sfbay.craigslist.org/sfc/apa/d/mountain-view-furnished-mod-mountain/7085074065.html,"Furnished Mod Mountain View 1BR w/ Pool, Gym, nr. FB & Apple (295)",mountain view,3590.0,1.0
2040,https://sfbay.craigslist.org/sby/apa/d/santa-clara-beautiful-bright-master/7080456172.html,Beautiful bright Master-suite in a  remodeled home near Levy Stadium,santa clara,1300.0,1.0
2041,https://sfbay.craigslist.org/nby/apa/d/santa-rosa-3br-2ba-house-dennis-lane/7085073709.html,3br / 2ba - House - 2011 Dennis Lane,santa rosa,2500.0,3.0
2043,https://sfbay.craigslist.org/sby/apa/d/los-altos-deluxe-kitchen-mountain-view/7078534954.html,Deluxe kitchen :: Mountain View 2BR 2BA apt :: Enjoy Picnic/BBQ area,mountain view,3295.0,2.0
2044,https://sfbay.craigslist.org/sby/apa/d/santa-clara-one-car-enclosed-garage/7085072871.html,ONE CAR ENCLOSED GARAGE w lots storage space,santa clara,2250.0,2.0
2052,https://sfbay.craigslist.org/eby/apa/d/dublin-new-reduced-price-apply-online/7080563466.html,NEW REDUCED PRICE!! APPLY ONLINE TODAY!! OR CALL FOR MORE INFO!!,dublin/pleasanton/livermore,2215.0,1.0
2054,https://sfbay.craigslist.org/sby/apa/d/santa-clara-beautiful-newly-remodeled/7077439714.html,Beautiful newly remodeled apartment for rent!,santa clara,2500.0,2.0
2056,https://sfbay.craigslist.org/sby/apa/d/santa-clara-beautiful-bright-master/7078810297.html,Beautiful bright master-suite near Levi stadium-Rivermark-Santa Clara,santa clara,1300.0,1.0
2060,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-140-south-van-ness-411/7085072172.html,140 South Van Ness #411: Spacious remodeled condo 1BR/1BATH,soma/south beach,3199.0,1.0
2064,https://sfbay.craigslist.org/nby/apa/d/santa-rosa-2br-1ba-apartment-montecito/7073037292.html,2br / 1ba - Apartment - 6401 Montecito Blvd. #22,santa rosa,1595.0,2.0
2065,https://sfbay.craigslist.org/nby/apa/d/santa-rosa-2br-1ba-apartment-slater/7073034308.html,2br / 1ba - Apartment - 1135 Slater Street #12,santa rosa,1650.0,2.0
2066,https://sfbay.craigslist.org/nby/apa/d/santa-rosa-1br-1ba-apartment-montecito/7075656587.html,1br / 1ba - Apartment - 6401 Montecito Blvd. #12,santa rosa,1325.0,1.0
2067,https://sfbay.craigslist.org/nby/apa/d/santa-rosa-1br-1ba-fourplex-humboldt/7078291490.html,1br / 1ba - Fourplex - 422 Humboldt Street #6,santa rosa,1450.0,1.0
2070,https://sfbay.craigslist.org/nby/apa/d/santa-rosa-3br-2ba-condo-knolls-drive/7085071926.html,3br / 2ba - Condo - 2046 Knolls Drive,santa rosa,2600.0,3.0
2072,https://sfbay.craigslist.org/sby/apa/d/mountain-view-cozy-front-duplex-for/7085071798.html,"COZY FRONT DUPLEX, FOR RENT EXCELLENT LOCATION",mountain view,3300.0,2.0
2073,https://sfbay.craigslist.org/eby/apa/d/berkeley-two-bedroom-two-bathroom-next/7072864757.html,Two Bedroom Two Bathroom next to Downtown Berkeley - B114,berkeley,4495.0,2.0
2074,https://sfbay.craigslist.org/eby/apa/d/berkeley-beautiful-studio-private-patio/7075848504.html,Beautiful Studio w. Private Patio Blocks from UC Campus - B 216,berkeley,2195.0,1.0
2081,https://sfbay.craigslist.org/eby/apa/d/berkeley-light-filled-apartment-in/7085071479.html,Light-filled apartment in Elmwood/ Rockridge with in-unit washer/dryer,berkeley,2150.0,1.0
2082,https://sfbay.craigslist.org/eby/apa/d/oakland-modern-studio-four-walking/7070484795.html,Modern Studio four walking blocks to Lake Merritt - 6A 302,oakland/grand,1850.0,1.0
2083,https://sfbay.craigslist.org/eby/apa/d/oakland-bright-1bdr-1ba-four-blocks/7070469326.html,Bright 1BDR / 1BA four blocks from Lake Merritt - 6A 305,oakland/grand,2250.0,1.0
2084,https://sfbay.craigslist.org/eby/apa/d/oakland-bright-1bdr-1ba-four-blocks/7070472870.html,Bright 1BDR / 1BA four blocks from Lake Merritt - 6A 305*,oakland/grand,2250.0,1.0
2085,https://sfbay.craigslist.org/eby/apa/d/oakland-newly-renovated-studio/7069858187.html,Newly Renovated Studio Apartment Blocks from Lake Merrit - 6A203*,oakland/grand,1795.0,1.0
2086,https://sfbay.craigslist.org/eby/apa/d/oakland-recently-remodeled-1-bedroom-1/7069137713.html,Recently Remodeled 1 Bedroom/1 Bath Close to Lake Merritt- 6A 201,oakland/grand,2200.0,1.0
2087,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-open-sunday-charming-1/7081363138.html,"Open Sunday-Charming 1 Bed. spacious, bright, remodeled, grt loc",san francisco,3175.0,1.0
2088,https://sfbay.craigslist.org/eby/apa/d/oakland-lovely-1bdr-ba-in-ivy-hill/7070449180.html,Lovely 1bdr/ba in Ivy Hill Blocks from Lake Merrit - 6A 201*,oakland/grand,2200.0,1.0
2089,https://sfbay.craigslist.org/eby/apa/d/berkeley-beautiful-3-bedroom-1-bath/7068424022.html,Beautiful 3 Bedroom/1 Bath Walking Distance to UC Berkeley - Ward B,berkeley,4495.0,3.0
2090,https://sfbay.craigslist.org/sby/apa/d/san-jose-vaulted-ceiling-modern-kitchen/7071014488.html,"Vaulted Ceiling, Modern kitchen, REMODELED 1BR 1BA apt, WOW Bay window",san jose,2799.0,1.0
2092,https://sfbay.craigslist.org/eby/apa/d/oakland-walk-to-lake-merritt-19th-st/7067977659.html,Walk To Lake Merritt/19th St. BART/Whole Foods!,oakland/grand,2375.0,1.0
2095,https://sfbay.craigslist.org/eby/apa/d/oakland-huge-adams-point-2-bath-near/7067977349.html,Huge Adam's Point 2 Bath Near BART/Uptown!,oakland/grand,3025.0,2.0
2096,https://sfbay.craigslist.org/eby/apa/d/oakland-skip-to-lake-merritt-remodeled/7081127270.html,Skip To Lake Merritt! Remodeled Top Floor Unit!,oakland/grand,2900.0,2.0
2097,https://sfbay.craigslist.org/sby/apa/d/santa-clara-beautiful-master-suite-in/7082600983.html,Beautiful master-suite  in a bright remodeled home - Rivermark,santa clara,1300.0,1.0
2098,https://sfbay.craigslist.org/sfc/apa/d/san-francisco/7085068715.html,TextRSVPOpenHouseSunMarch1st-12pmTo12:45pmRentControl2Bed1BathReadyNow,san francisco,3650.0,2.0
2099,https://sfbay.craigslist.org/eby/apa/d/union-city-dog-park-outdoor-spa-cable/7083078873.html,"Dog Park, Outdoor Spa, Cable Ready",fremont/union city/newark,2145.0,1.0
2101,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-new-listing-great/7085069585.html,New Listing! Great Location -- 1-bedroom...call for an appt.!,san francisco,2350.0,1.0
2102,https://sfbay.craigslist.org/eby/apa/d/albany-charming-secluded-2br-1ba-condo/7085068520.html,Charming & Secluded 2BR/1BA Condo,berkeley,3250.0,2.0
2113,https://sfbay.craigslist.org/sby/apa/d/san-jose-lovely-bright-home-near/7085067179.html,Lovely Bright Home Near Berryessa BART in North San Jose (95131),san jose,3400.0,4.0
2114,https://sfbay.craigslist.org/sby/apa/d/san-jose-hostetter-cropley-area/7076140243.html,Hostetter/Cropley area,san jose,2897.0,2.0
2117,https://sfbay.craigslist.org/sby/apa/d/mountain-view-well-lit-quiet/7085066850.html,"Well lit, quiet neighborhood, walkable to Castro",mountain view,3095.0,2.0
2120,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-cozy-hayes/7085065536.html,"Furnished Cozy Hayes Valley 1BR w/ Parking, W/D, by Muni & Shops (187)",san francisco,4390.0,1.0
2124,https://sfbay.craigslist.org/sfc/apa/d/2br-4-room-flat-sunny-charming-noe/7077964065.html,"2br+/ 4 room flat - Sunny, Charming, Noe Valley GEM. Available Mar 1",san francisco,3750.0,2.0
2126,https://sfbay.craigslist.org/eby/apa/d/antioch-condo-for-rent/7085065682.html,Condo for rent,pittsburg/antioch,2100.0,2.0
2127,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-airy-hayes/7085064019.html,"Furnished Airy Hayes Valley 2BR w/ W/D, by Muni, near to Shops (288)",san francisco,5190.0,2.0
2130,https://sfbay.craigslist.org/sby/apa/d/san-jose-your-own-quiet-private-studio/7073105262.html,Your Own Quiet Private Studio at affordable price,san jose,1475.0,1.0
2136,https://sfbay.craigslist.org/nby/apa/d/santa-rosa-your-search-ends-here-lease/7075617651.html,Your Search Ends Here - Lease this Great 2x1 Today!,santa rosa,1995.0,2.0
2137,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-mission-bay-1br/7085064424.html,Furnished Mission Bay 1BR w/ Gym + Lounge near Caltrain (139),san francisco,4390.0,1.0
2138,https://sfbay.craigslist.org/eby/apa/d/dublin-floor-to-ceiling-windows-vaulted/7083748111.html,"Floor to Ceiling Windows, Vaulted Ceilings, Vinyl Plank Flooring",dublin/pleasanton/livermore,2925.0,2.0
